,Date of Funding Event,Event ID,Event Type,Funding in USD,Target Company ID,countries,clusters,Target Name,isProfileOrganization,Quarter of Funding Event,Year of Funding Event
2160,#########,"(u'c32cb34e-ab86-67e1-6c67-b315ede96fd9',)",Private Investment,0,703c9dbd-f2ed-366b-c628-1cbc3a3e2384,United Kingdom,"Speech recognition, Musical, Podcasts, Songs",Musicmetric,TRUE,4,2010
2161,#########,"(u'd7b07b4a-3730-ba5e-bac2-918e8f4f84a4',)",Private Investment,4752362,703c9dbd-f2ed-366b-c628-1cbc3a3e2384,United Kingdom,"Speech recognition, Musical, Podcasts, Songs",Musicmetric,TRUE,1,2013
2162,#########,"(u'd9fcaa9f-a466-4d25-8c8c-f3a67394a3a6',)",Private Investment,3000000,6eefc863-1ca3-4e79-ae19-90b7539bd2a3,Canada,"Wi fi, Indoor, Wifi, Lights",AltaML,TRUE,1,2018
2163,#########,"(u'9906f188-b4e9-4814-9110-50037e196887',)",Private Investment,701816,08302bd3-a5dc-4507-9e60-a94d6fdb9890,United Kingdom,"Equity, Technology startups, Mentorship, Platform for startups",Upside,TRUE,2,2018
2164,#########,"(u'68d8d756-ed61-5d13-0df7-a46748b7f35c',)",Private Investment,1300000,a654cbdc-c1f0-67a7-2377-c5716d69fb80,Australia,"Wellness, Wearable, Fitness, Emotions",Helfie Pty Ltd,TRUE,1,2017
2165,#########,"(u'817942ab-9e73-9324-275a-36f737dcda54',)",Private Investment,200000,a654cbdc-c1f0-67a7-2377-c5716d69fb80,Australia,"Wellness, Wearable, Fitness, Emotions",Helfie Pty Ltd,TRUE,4,2016
2166,#########,"(u'5c75ce6c-1feb-493d-547c-c5668e4146ec',)",Private Investment,1000000,280f66cc-b037-070a-dfba-e96891950345,United States,"Recruiting, Candidate, Hiring process, Recruiters",WrkRiot,TRUE,4,2015
2167,#########,"(u'7a716a37-debb-3de0-e6c3-5de06139c8e9',)",Private Investment,130000,280f66cc-b037-070a-dfba-e96891950345,United States,"Recruiting, Candidate, Hiring process, Recruiters",WrkRiot,TRUE,3,2016
2168,#########,"(u'd6f81a00-11c4-43ca-9471-96ee7f0f3b17',)",Private Investment,1000000,298b9307-9508-f90d-2a81-e5977722447b,United States,"Food and beverage, Kitchen, Grocery, Food delivery",Sips by,TRUE,1,2019
2169,#########,"(u'63ff520f-2d71-4e0c-b97a-22f013ec4e99',)",Private Investment,7699699,522d8b3c-8bcc-2b30-90fe-574056fd9b20,China,"Crypto, Wealth management, Traders, Cryptocurrency",Fumi Technology,TRUE,1,2016
2170,#########,"(u'e88daf16-fa49-393b-29de-b0c5d4be0f28',)",Private Investment,14502001,522d8b3c-8bcc-2b30-90fe-574056fd9b20,China,"Crypto, Wealth management, Traders, Cryptocurrency",Fumi Technology,TRUE,2,2017
2171,#########,"(u'4797b500-734c-471d-8ba2-5ccfff2b9863',)",Private Investment,29531192,522d8b3c-8bcc-2b30-90fe-574056fd9b20,China,"Crypto, Wealth management, Traders, Cryptocurrency",Fumi Technology,TRUE,3,2018
2172,#########,"(u'3017947e-636a-4d8e-9bc1-ef7102c5cd63',)",Private Investment,36265258,522d8b3c-8bcc-2b30-90fe-574056fd9b20,China,"Crypto, Wealth management, Traders, Cryptocurrency",Fumi Technology,TRUE,3,2019
2173,#########,"(u'c2d78edb-cb5a-4888-bd4a-c2ffb38ee0a9',)",Private Investment,695000,1f3ea99a-24da-4058-bfc5-5eadc6dc65d7,United States,"Food and beverage, Kitchen, Grocery, Food delivery",Jovian Technologies,TRUE,3,2017
2174,#########,"(u'1d3b7936-7643-4381-968e-bd84f83e3c7a',)",Private Investment,1325060,2f3f9065-18da-4f29-808f-0892a1899695,Germany,"Autonomous vehicles, Fleet, Road, Autonomous driving",CARSYNC,TRUE,1,2015
2175,#########,"(u'7fd75302-5944-46c9-bc5a-1341160244ab',)",Private Investment,4253679,2f3f9065-18da-4f29-808f-0892a1899695,Germany,"Autonomous vehicles, Fleet, Road, Autonomous driving",CARSYNC,TRUE,1,2018
2176,#########,"(u'19e72500-24e8-4332-9822-8dabfaee1caa',)",Private Investment,1300000,314026cf-63bd-4424-992a-13ab0d832174,Australia,"Augmented reality, Vr, Virtual reality, Ar",LENS Immersive,TRUE,3,2015
2177,#########,"(u'8ba40798-a17c-4877-be19-19f110fc2a70',)",Private Investment,3000000,314026cf-63bd-4424-992a-13ab0d832174,Australia,"Augmented reality, Vr, Virtual reality, Ar",LENS Immersive,TRUE,2,2017
2178,#########,"(u'5e64d6c3-1267-456e-9bc9-5c3fbdc0edb3',)",Private Investment,0,4f87720e-f138-4de3-b9ad-8ea3290c12d1,Hong Kong,"Medical device, Surgical, Blood, Cardiac",Precise Cardiology Limited,TRUE,2,2019
2179,#########,"(u'41b11fd3-12e5-4950-aa83-20fb36ebe8d3',)",Private Investment,717000,4f87720e-f138-4de3-b9ad-8ea3290c12d1,Hong Kong,"Medical device, Surgical, Blood, Cardiac",Precise Cardiology Limited,TRUE,2,2018
2180,#########,"(u'809e4f36-ed9c-afa5-2ddf-78f28a9e610c',)",Private Investment,650000,8e10c8e0-5483-57f0-9001-a19e7afc77c9,United States,"Drug, Cancer, Therapy, Genomic",AmplioSpeech,TRUE,3,2016
2181,#########,"(u'60a4b9c5-c9fe-d571-71a8-9b9164eb5abd',)",Private Investment,550000,8e10c8e0-5483-57f0-9001-a19e7afc77c9,United States,"Drug, Cancer, Therapy, Genomic",AmplioSpeech,TRUE,3,2015
2182,#########,"(u'a1efda51-328c-4c26-9a9d-3e97a1861801',)",Private Investment,400000,8e10c8e0-5483-57f0-9001-a19e7afc77c9,United States,"Drug, Cancer, Therapy, Genomic",AmplioSpeech,TRUE,1,2019
2183,#########,"(u'b8d7bb3b-16a0-4a5f-a884-6f0f9a32c2bf',)",Private Investment,750000,8e10c8e0-5483-57f0-9001-a19e7afc77c9,United States,"Drug, Cancer, Therapy, Genomic",AmplioSpeech,TRUE,4,2017
2184,#########,"(u'6208db51-93a3-4438-984a-7878285d4d01',)",Private Investment,5000000,8e10c8e0-5483-57f0-9001-a19e7afc77c9,United States,"Drug, Cancer, Therapy, Genomic",AmplioSpeech,TRUE,1,2019
2185,#########,"(u'c91c9097-4a62-aaf7-2e93-0db7d1c0ac7d',)",Private Investment,2009220,8e10c8e0-5483-57f0-9001-a19e7afc77c9,United States,"Drug, Cancer, Therapy, Genomic",AmplioSpeech,TRUE,4,2016
2186,#########,"(u'53bebd20-d8cb-13ab-082a-39341448187f',)",Private Investment,8500000,147a2cb4-d8dd-1c8f-8609-ca5be316ef82,United States,"Drug, Cancer, Therapy, Genomic",Strateos,TRUE,1,2015
2187,#########,"(u'abafaece-792f-6e76-38e7-1d9cad608f8e',)",Private Investment,120000,147a2cb4-d8dd-1c8f-8609-ca5be316ef82,United States,"Drug, Cancer, Therapy, Genomic",Strateos,TRUE,4,2014
2188,#########,"(u'1370977f-5463-2829-8211-e072ea46d736',)",Private Investment,1750000,147a2cb4-d8dd-1c8f-8609-ca5be316ef82,United States,"Drug, Cancer, Therapy, Genomic",Strateos,TRUE,3,2014
2189,#########,"(u'bf2e5e47-0398-6183-87ce-54065ed2d316',)",Private Investment,1200000,147a2cb4-d8dd-1c8f-8609-ca5be316ef82,United States,"Drug, Cancer, Therapy, Genomic",Strateos,TRUE,4,2012
2190,#########,"(u'9f1b57e5-3aeb-aa8c-5f7f-d6ce121c6435',)",Private Investment,2800000,147a2cb4-d8dd-1c8f-8609-ca5be316ef82,United States,"Drug, Cancer, Therapy, Genomic",Strateos,TRUE,1,2014
2191,#########,"(u'240a9b00-cb2d-5235-dda4-92aba575665c',)",Private Investment,13400000,147a2cb4-d8dd-1c8f-8609-ca5be316ef82,United States,"Drug, Cancer, Therapy, Genomic",Strateos,TRUE,4,2016
2192,#########,"(u'578633307',)",Private Investment,5763024,73bb43e04722eb3187deffffa85dad90,Belgium,"Sql, Hadoop, Python, Data preparation",Cloudalize Nv,TRUE,3,2018
2193,#########,"(u'bf2c596d-c5f3-4555-8c2f-16d2d449f3b9',)",Private Investment,1000000,1e6b32ab-5ea9-4fe8-b258-adb5ebadd4b6,United States,"Editing, Instagram, Photo sharing, Reserve a table",Maison Me,TRUE,3,2018
2194,#########,"(u'a20cdb17-bec3-4c7a-bee5-43724201ffc2',)",Private Investment,3500000,8afd63f7-767a-acc7-e51d-088b904fa70c,United States,"Threat, Network security, Cybersecurity, Security solutions",MixMode,TRUE,4,2017
2195,#########,"(u'429c358f-0e05-2aba-5386-2037737cdd55',)",Private Investment,3000000,8afd63f7-767a-acc7-e51d-088b904fa70c,United States,"Threat, Network security, Cybersecurity, Security solutions",MixMode,TRUE,2,2013
2196,#########,"(u'39c7e185-517d-fc18-82c4-5374cc283867',)",Private Investment,5000000,8afd63f7-767a-acc7-e51d-088b904fa70c,United States,"Threat, Network security, Cybersecurity, Security solutions",MixMode,TRUE,3,2016
2197,#########,"(u'6d035e1c-4969-4132-b67b-856f147a7d8f',)",Private Investment,1829000,8afd63f7-767a-acc7-e51d-088b904fa70c,United States,"Threat, Network security, Cybersecurity, Security solutions",MixMode,TRUE,1,2019
2198,#########,"(u'27ae6e8e-08c9-4549-9187-4c3eadf9c851',)",Private Investment,2569493,04741ad0-8722-438e-9dfa-5e8514c9d528,France,"Insurtech, Insurance industry, Underwriting, Insurance products",AKUR8,TRUE,3,2018
2199,#########,"(u'b4f76fc6-0fc3-4d19-a692-ad0d89885598',)",Private Investment,426075,5d9cfde6-6feb-4b09-94cd-0421106c1044,Switzerland,"Meetings, Sales automation, Prospects, Sales teams",LeadRebel,TRUE,3,2019
2200,#########,"(u'6adcff78-9c8b-4020-975d-b3b23c3bcde0',)",Private Investment,750000,9c8f10db-6093-4c05-8c4f-bb968743f425,0,"Drug, Cancer, Therapy, Genomic",Cura Analytix,TRUE,1,2015
2201,#########,"(u'a60cf7bd-ed15-412e-854b-de541daa9bdd',)",Private Investment,3000000,9c8f10db-6093-4c05-8c4f-bb968743f425,0,"Drug, Cancer, Therapy, Genomic",Cura Analytix,TRUE,4,2017
2202,#########,"(u'31222eb1-1547-4ec5-ad11-d29f9f303d95',)",Private Investment,0,9e17987b-ed9c-8439-7bc1-e9a15a68968f,Canada,"Wellness, Wearable, Fitness, Emotions",Kiwi.ai,TRUE,4,2013
2203,#########,"(u'385579b1-5581-b628-59d8-92ef452c6130',)",Private Investment,45315,9e17987b-ed9c-8439-7bc1-e9a15a68968f,Canada,"Wellness, Wearable, Fitness, Emotions",Kiwi.ai,TRUE,2,2014
2204,#########,"(u'95637e77-ffa1-ea7d-f219-b9ccba4153af',)",Private Investment,2500000,9e17987b-ed9c-8439-7bc1-e9a15a68968f,Canada,"Wellness, Wearable, Fitness, Emotions",Kiwi.ai,TRUE,3,2015
2205,#########,"(u'420282907',)",Private Investment,28234417,2d68d0a96bf1a413c9692d6b6be122bd,United States,"Drone, Satellite, Unmanned, Remote sensing","Astro Digital US, Inc.",TRUE,1,2017
2206,#########,"(u'4fe4b0c1-e2e2-4fe0-b1a8-5a1c56b764c4',)",Private Investment,155000,1979b4af-f21a-449b-8267-159507af3a42,Chile,"Gas, Predictive maintenance, Industrial automation, Machinery",Smart Mining,TRUE,1,2016
2207,#########,"(u'00d83694-76e2-41de-b9d4-e41eab212e49',)",Private Investment,295000,1979b4af-f21a-449b-8267-159507af3a42,Chile,"Gas, Predictive maintenance, Industrial automation, Machinery",Smart Mining,TRUE,1,2016
2208,#########,"(u'24f0a060-99e9-4286-8644-5f6e204d9a55',)",Private Investment,750000,1979b4af-f21a-449b-8267-159507af3a42,Chile,"Gas, Predictive maintenance, Industrial automation, Machinery",Smart Mining,TRUE,4,2018
2209,#########,"(u'bb4b102f-6f7b-4461-a0cc-241ea7502734',)",Private Investment,768900,9e72e7b7-4e2d-40e4-b916-0b5541e72724,Australia,"Fraud detection, Merchants, Laundering, Personal finance",RapidID,TRUE,3,2017
2210,#########,"(u'b99a4c75-db94-4df6-af3f-6b006b56ed54',)",Private Investment,152865,9e72e7b7-4e2d-40e4-b916-0b5541e72724,Australia,"Fraud detection, Merchants, Laundering, Personal finance",RapidID,TRUE,3,2015
2211,#########,"(u'592f9513-75c6-e7c9-a5ba-127cdacda5b7',)",Private Investment,300000,06a470ac-1f6f-3c12-1899-66763d0510ec,United States,"Meetings, Sales automation, Prospects, Sales teams",Wholemeaning,TRUE,4,2014
2212,#########,"(u'e4fd55c3-5eb5-2bbf-4bc2-a8979f92e2ed',)",Private Investment,300000,06a470ac-1f6f-3c12-1899-66763d0510ec,United States,"Meetings, Sales automation, Prospects, Sales teams",Wholemeaning,TRUE,2,2013
2213,#########,"(u'f74d2729-c114-4e79-a047-a9b090b7144f',)",Private Investment,1000000,06a470ac-1f6f-3c12-1899-66763d0510ec,United States,"Meetings, Sales automation, Prospects, Sales teams",Wholemeaning,TRUE,3,2017
2214,#########,"(u'd850c3d8-6bfa-4143-b0a7-9c4f577f5ddf',)",Private Investment,398279,7e23733c-d6dd-4373-a8a8-31fa6340d4c6,Switzerland,"Quantum, Quantum computing technologies, Applications for quantum, Simulation of quantum",Kido Dynamics,TRUE,1,2019
2215,#########,"(u'3abbee1b-9353-4184-8d67-8a1c1847dea6',)",Private Investment,656336,7e23733c-d6dd-4373-a8a8-31fa6340d4c6,Switzerland,"Quantum, Quantum computing technologies, Applications for quantum, Simulation of quantum",Kido Dynamics,TRUE,3,2018
2216,#########,"(u'14ebfcb5-0cf7-484c-bd72-7cf203204d64',)",Private Investment,0,18a4705d-d5a0-2859-c705-a2ce788122a2,Canada,"Recruiting, Candidate, Hiring process, Recruiters",Paddle HR,TRUE,2,2017
2217,#########,"(u'4cdb1c8a-e602-b3fe-9a9d-1d8c1424903b',)",Private Investment,531209,18a4705d-d5a0-2859-c705-a2ce788122a2,Canada,"Recruiting, Candidate, Hiring process, Recruiters",Paddle HR,TRUE,4,2016
2218,#########,"(u'6d20cd44-e3d1-4611-b21d-e2ddcc822e5a',)",Private Investment,50000,18a4705d-d5a0-2859-c705-a2ce788122a2,Canada,"Recruiting, Candidate, Hiring process, Recruiters",Paddle HR,TRUE,3,2017
2219,#########,"(u'720d4366-d00e-4947-bf95-f68f04a3153d',)",Private Investment,1266000,5422f56c-e972-40d9-a630-1037176688e4,United States,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",SwineTech,TRUE,1,2017
2220,#########,"(u'0a6d4aee-4fc8-42b0-8f4c-ad18ce7cb83d',)",Private Investment,1500000,5422f56c-e972-40d9-a630-1037176688e4,United States,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",SwineTech,TRUE,4,2018
2221,#########,"(u'9f8c05f0-8486-4078-a361-f2472d3ab54f',)",Private Investment,17006,5422f56c-e972-40d9-a630-1037176688e4,United States,"Industrial automation, Ai robotics, Mobile robot, Warehouse management",SwineTech,TRUE,1,2019
2222,#########,"(u'546947394',)",Private Investment,1000000,1737dc5e2e6984c545a440be04fc7b99,United States,"Doctors, Hospital, Physicians, Medication","AdviNow, Inc.",TRUE,4,2017
2223,#########,"(u'546946408',)",Private Investment,1500000,1737dc5e2e6984c545a440be04fc7b99,United States,"Doctors, Hospital, Physicians, Medication","AdviNow, Inc.",TRUE,4,2017
2224,#########,"(u'610945313',)",Private Investment,5000000,ad3403426c2a71289faacf112c3fce8b,United States,"Fraud detection, Merchants, Laundering, Personal finance",Imandra Inc.,TRUE,2,2019
2225,#########,"(u'0841cf1a-3f95-41ac-924e-450fc2a6a5a8',)",Private Investment,700000,2082a768-e77f-fd45-ca31-cdd2de6f4b24,France,"Influencer, Social media marketing, Content marketing, Advertisers",Symaps.io,TRUE,2,2018
2226,#########,"(u'47d8c348-d321-d66d-93e3-cc266ddbc321',)",Private Investment,250000,241ec584-f98e-8ec6-0abf-fd66da3b8a5c,United States,"Editing, Instagram, Photo sharing, Reserve a table",Ark,TRUE,4,2011
2227,#########,"(u'3e624038-16b4-3c36-d028-d488fb783d53',)",Private Investment,4200000,241ec584-f98e-8ec6-0abf-fd66da3b8a5c,United States,"Editing, Instagram, Photo sharing, Reserve a table",Ark,TRUE,2,2012
2228,#########,"(u'd85f3265-b3b1-43f3-0b9c-702039c837e5',)",Private Investment,1230000,f8e5a684-00e8-444c-085b-b9b6bf8ea183,United Kingdom,"Topics, Video content, Readers, Personalized content",Summly,TRUE,4,2012
2229,#########,"(u'968797c8-2fb0-2178-67a8-82918603bd90',)",Private Investment,300000,f8e5a684-00e8-444c-085b-b9b6bf8ea183,United Kingdom,"Topics, Video content, Readers, Personalized content",Summly,TRUE,3,2011
2230,#########,"(u'68a035ba-9a56-d595-9497-363e8008309a',)",Merger/Acquisition,0,f8e5a684-00e8-444c-085b-b9b6bf8ea183,United Kingdom,"Topics, Video content, Readers, Personalized content",Summly,TRUE,1,2013
2231,#########,"(u'033b7069-562d-cf37-29fd-367694f98cde',)",Private Investment,0,575b5c65-b03f-2afd-cb18-c781d800f95b,United States,"Facial, Face recognition, Law enforcement, Video surveillance",Darvis Inc,TRUE,2,2015
2232,#########,"(u'dff3d85e-b386-3065-98ca-1bacf689ca6f',)",Private Investment,2125000,575b5c65-b03f-2afd-cb18-c781d800f95b,United States,"Facial, Face recognition, Law enforcement, Video surveillance",Darvis Inc,TRUE,4,2017
2233,#########,"(u'54c8adcf-bdd4-abb6-072c-6f1ef33e5414',)",Private Investment,0,575b5c65-b03f-2afd-cb18-c781d800f95b,United States,"Facial, Face recognition, Law enforcement, Video surveillance",Darvis Inc,TRUE,4,2015
2234,#########,"(u'dfbc6c74-c3ab-d6c8-b3fc-d8a72de46e97',)",Private Investment,1900000,fd760501-4d5c-aef3-ff93-ac9ced0e601f,United States,"Threat, Network security, Cybersecurity, Security solutions",Emergynt,TRUE,2,2015
2235,#########,"(u'23a44f3f-5134-6d32-f443-c7a68a1f6c70',)",Private Investment,2000000,fd760501-4d5c-aef3-ff93-ac9ced0e601f,United States,"Threat, Network security, Cybersecurity, Security solutions",Emergynt,TRUE,1,2014
2236,#########,"(u'e3d888ae-3785-9240-ebda-285d29361d2c',)",Private Investment,595896,b75923bb-a135-4ef7-ac7b-c81d4344664f,United Kingdom,"Recruiting, Candidate, Hiring process, Recruiters",The Square,TRUE,4,2016
2237,#########,"(u'be638b43-eed2-4af9-b328-9b9980b58659',)",Private Investment,0,b75923bb-a135-4ef7-ac7b-c81d4344664f,United Kingdom,"Recruiting, Candidate, Hiring process, Recruiters",The Square,TRUE,4,2018
2238,#########,"(u'24d6481b-18ea-c8a4-9bfe-7d7cb30677fb',)",Private Investment,500000,53b66484-4a24-12fa-8669-814b354434c0,Chile,"Wi fi, Indoor, Wifi, Lights",Arara,TRUE,2,2013
2239,#########,"(u'594061319',)",Private Investment,5530064,19a99df85bc049867a529fb977efb359,United States,"Invoices, Medium businesses, Cash flow, Receipts","Trovata, Inc.",TRUE,2,2019
2240,#########,"(u'a1369def-4bc6-415d-9d3d-eb9fb7a365b7',)",Private Investment,0,da9ca180-cebb-1e78-bd0c-78dbab86aaa9,Singapore,"Wellness, Wearable, Fitness, Emotions",CXA Group,TRUE,1,2015
2241,#########,"(u'166f6671-ba3e-349b-944f-2849aa0ad89f',)",Private Investment,8000000,da9ca180-cebb-1e78-bd0c-78dbab86aaa9,Singapore,"Wellness, Wearable, Fitness, Emotions",CXA Group,TRUE,1,2015
2242,#########,"(u'ce5b14c0-04de-a303-ab62-793349a5fa84',)",Private Investment,25000000,da9ca180-cebb-1e78-bd0c-78dbab86aaa9,Singapore,"Wellness, Wearable, Fitness, Emotions",CXA Group,TRUE,1,2017
2243,#########,"(u'2e2f09a3-bf93-4856-acd4-ed76524230c0',)",Private Investment,25000000,da9ca180-cebb-1e78-bd0c-78dbab86aaa9,Singapore,"Wellness, Wearable, Fitness, Emotions",CXA Group,TRUE,1,2019
2244,#########,"(u'bdf33843-5aed-41ac-980a-25efdc9e8ab6',)",Private Investment,0,da9ca180-cebb-1e78-bd0c-78dbab86aaa9,Singapore,"Wellness, Wearable, Fitness, Emotions",CXA Group,TRUE,1,2015
2245,#########,"(u'731eca3c-1e76-4395-9796-98cf6999a912',)",Private Investment,480000,187a074f-03de-48fc-a033-cae61b3eca75,United States,"Wellness, Wearable, Fitness, Emotions",GrowApp,TRUE,2,2018
2246,#########,"(u'd68be82c-8f9d-4c51-be49-01723778431e',)",Private Investment,0,187a074f-03de-48fc-a033-cae61b3eca75,United States,"Wellness, Wearable, Fitness, Emotions",GrowApp,TRUE,2,2018
